order_id;user_id;order_number;order_dow;order_hour_of_day;days_since_prior_order
1674665;199161;17;6;11;8.0
2843864;204125;4;5;15;25.0
2097935;173306;8;2;19;16.0
636295;53414;21;5;15;5.0
1680662;125729;41;3;9;4.0
1766366;10626;5;5;16;12.0
2526568;89393;10;1;11;11.0
52445;182291;21;0;11;6.0
3039465;202295;5;3;13;19.0
721809;143061;4;3;10;12.0
1305985;157787;28;0;14;7.0
1042250;109223;7;6;8;4.0
2386737;122268;8;5;12;4.0
1787954;90312;31;1;20;4.0
3074335;192338;11;0;22;30.0
1947418;32937;4;4;10;30.0
779794;19931;3;4;14;5.0
2160271;95938;16;0;11;7.0
454720;48335;36;0;20;9.0
1678030;147896;18;1;20;8.0
1046175;95273;13;4;12;1.0
1276106;111578;24;1;7;1.0
2788499;16041;35;5;6;8.0
1771978;50101;17;6;11;3.0
2620309;182653;31;1;8;4.0
1418932;4509;7;0;14;6.0
3028223;134666;1;2;15;
2479272;63177;23;4;10;9.0
288911;35415;7;4;14;16.0
2653740;98673;26;0;20;3.0
2479691;104462;7;0;6;3.0
2973425;119928;3;6;12;13.0
1551961;84875;16;0;5;7.0
1870873;19514;2;3;10;14.0
1801538;74542;9;2;17;15.0
2323353;66149;19;2;10;7.0
2704209;184482;8;0;13;30.0
408128;137379;34;0;13;3.0
1301433;26027;3;1;9;30.0
1643406;198897;19;4;12;7.0
124131;182160;45;2;10;6.0
2607368;34478;2;0;17;16.0
392354;155555;1;2;7;
3195393;118278;12;0;18;6.0
149497;111134;22;0;8;7.0
173935;66983;29;2;15;15.0
1959673;76277;7;1;12;9.0
1034403;86820;28;1;20;6.0
225853;90831;7;6;7;9.0
1509503;105370;19;0;21;27.0
3413834;147624;2;6;13;21.0
1181115;63590;1;6;10;
1848180;197404;20;5;14;19.0
1388561;128021;3;3;11;4.0
879757;147411;16;0;9;12.0
1354725;44195;15;2;11;4.0
473848;73516;7;3;13;10.0
1800357;189146;3;1;20;8.0
3192521;138647;3;0;15;6.0
2402465;111680;1;6;14;
872220;130423;5;5;8;14.0
2860948;108184;7;3;9;11.0
241329;32283;6;0;10;15.0
2714010;11243;33;3;11;7.0
828359;44497;1;3;15;
1319437;185470;11;2;22;16.0
1543350;148923;6;4;17;1.0
2760745;78598;22;3;18;16.0
1677874;182883;1;1;10;
2559349;205353;8;4;12;6.0
2584906;9895;5;4;10;7.0
3367503;136335;7;6;14;5.0
2644244;48450;4;5;14;8.0
747282;144906;8;1;16;13.0
2740636;2852;6;0;8;14.0
1168187;103678;1;0;16;
1915550;187743;10;0;15;30.0
1967609;121652;12;0;12;5.0
1840209;145657;20;4;15;9.0
2835440;81123;25;4;17;12.0
642564;113843;11;3;18;11.0
248947;82191;44;4;7;9.0
698944;180018;7;6;10;8.0
2156084;145276;27;3;15;6.0
1555208;168767;12;6;11;30.0
3380702;104686;27;4;13;2.0
2014776;79973;1;3;10;
1052721;171798;6;1;9;11.0
667449;181607;23;2;17;8.0
2326831;89734;30;3;22;2.0
1722561;136068;4;1;15;27.0
2970511;201799;11;3;12;7.0
288984;198330;8;1;8;9.0
3194143;193375;15;1;11;10.0
1201096;62287;43;5;17;4.0
2250997;16426;3;3;7;11.0
2031449;185629;18;4;7;5.0
903906;134215;10;1;18;2.0
2802522;102918;68;6;14;2.0
1199433;182569;1;5;16;
1065719;159609;6;1;13;15.0
547867;44984;18;3;12;19.0
1930646;79454;23;0;15;9.0
2562427;14822;3;2;13;13.0
3285120;85550;13;6;17;16.0
2267673;132065;1;1;23;
782933;39494;18;2;9;8.0
1871469;2722;14;0;9;30.0
1547124;193132;1;5;18;
3112797;43767;17;4;17;9.0
3055090;101621;20;4;13;7.0
3414650;170251;11;1;16;28.0
1587292;109998;5;0;9;4.0
313706;152553;26;1;20;1.0
3221080;77510;10;0;14;15.0
3355834;52576;38;5;14;7.0
1847681;95861;69;3;9;6.0
2271720;55620;3;3;15;2.0
281830;22658;5;5;15;26.0
3061543;50912;8;2;9;9.0
1833563;107313;14;1;10;4.0
918814;80558;2;5;14;16.0
1144420;20965;29;0;13;5.0
3233499;64357;8;5;7;29.0
3056849;126152;3;0;10;6.0
1083844;158167;23;1;11;20.0
519179;67640;7;5;16;4.0
2996928;114389;16;4;11;13.0
2518118;88941;11;1;17;8.0
3120705;31086;9;6;14;12.0
3368074;84478;20;2;10;2.0
742287;150028;69;5;9;5.0
3014364;116766;50;0;12;3.0
2491341;195710;19;2;10;6.0
2115580;177115;3;4;13;11.0
2329821;152017;27;1;8;7.0
1033420;73042;78;5;11;0.0
2448978;94275;21;0;17;1.0
1890492;67657;37;4;17;6.0
767332;102935;7;5;12;4.0
1301709;163602;1;1;9;
876827;184326;16;2;8;6.0
2715704;199016;19;4;14;2.0
534162;98708;22;3;15;5.0
2587931;100711;13;1;8;7.0
927820;59601;2;5;16;30.0
1508651;23058;4;4;13;30.0
1518989;174367;44;1;13;4.0
2694800;20907;10;6;10;8.0
1550379;1232;8;3;12;4.0
2926006;104263;37;1;10;9.0
1322111;35063;26;3;14;18.0
133141;181442;3;3;10;7.0
1939377;41602;9;3;8;30.0
1830181;201906;4;3;13;30.0
1648693;2620;12;2;11;4.0
1139593;2404;5;0;19;30.0
659744;61639;9;5;15;10.0
3339584;203842;29;6;18;4.0
37893;20300;12;3;8;5.0
677201;49168;13;5;1;18.0
897381;39788;8;4;19;11.0
46950;127988;53;1;8;4.0
265239;199076;7;6;11;16.0
1101340;167756;8;5;9;12.0
197021;169325;14;0;8;25.0
2362115;97858;33;1;12;0.0
499893;2434;10;2;17;9.0
793203;185004;23;1;8;30.0
2178783;24141;3;3;13;9.0
2732306;43404;43;1;14;6.0
1255049;1930;29;2;9;7.0
2871;6613;18;3;18;30.0
1467251;6596;5;4;13;30.0
2215112;8736;31;6;6;3.0
1190651;17092;11;0;11;6.0
583498;191124;18;5;12;10.0
2709623;30686;86;6;11;1.0
2339311;170978;11;4;20;3.0
707892;12421;3;4;12;30.0
2108260;151628;19;1;14;3.0
873731;45656;1;2;10;
1825206;93400;4;3;14;3.0
2355597;68872;12;0;8;20.0
1881904;143952;3;6;13;29.0
3197039;117289;71;3;6;6.0
3419458;187980;6;6;12;5.0
71271;104331;41;4;19;4.0
670291;1418;9;2;15;30.0
2250595;131918;4;6;20;30.0
2589841;192774;20;5;17;29.0
2853911;180441;13;2;8;8.0
1416609;204298;16;2;16;17.0
2407008;107148;21;3;19;5.0
892697;149611;53;3;16;6.0
2912497;412;1;4;19;
1336467;169239;31;5;19;18.0
2091034;80559;8;6;8;30.0
241701;104331;12;0;13;3.0
1573491;121933;1;4;4;
3114740;49318;38;2;9;12.0
2547216;83722;7;1;10;5.0
348746;72672;1;1;11;
1132408;106718;17;3;23;2.0
93769;119410;3;2;17;2.0
3058914;57027;69;3;15;15.0
2307283;84543;28;4;10;10.0
1383710;107003;29;2;15;8.0
374280;12592;6;6;14;30.0
2561003;52028;8;5;15;30.0
2154059;114256;15;5;9;4.0
1699729;13054;21;0;13;2.0
788494;52936;15;3;15;15.0
30728;150077;8;3;20;10.0
1720477;96842;47;3;9;22.0
2735863;123563;5;1;19;30.0
711671;141354;34;0;23;8.0
3231346;79585;46;0;10;10.0
799454;112117;11;4;18;30.0
3170583;24343;8;4;16;9.0
3274438;150265;19;0;14;5.0
204696;203422;9;6;11;1.0
2894769;196466;3;0;11;6.0
327803;70860;83;5;10;1.0
128895;3442;1;4;17;
3384289;81731;2;5;12;30.0
1916833;90144;27;5;18;6.0
3311060;151441;5;1;8;2.0
3368165;45368;4;0;9;4.0
573951;175957;9;6;16;16.0
777847;9410;17;1;14;2.0
2432557;173116;5;1;18;6.0
710936;102265;2;5;21;3.0
502057;15014;3;2;12;7.0
432711;172626;4;1;14;30.0
812503;83611;57;1;16;10.0
2128159;4751;4;1;14;16.0
2501908;8105;18;1;13;3.0
3106971;72316;9;0;19;13.0
2716099;53199;18;6;15;7.0
473890;142999;24;1;12;3.0
1266902;42248;16;1;11;1.0
2864869;104563;4;0;18;18.0
1010676;178660;37;0;13;30.0
3200473;119080;28;0;12;7.0
3246498;104231;2;3;10;15.0
181662;116635;3;1;7;9.0
2922299;85058;42;3;20;4.0
927958;78126;1;4;17;
2107361;136516;1;2;9;
1487303;89103;9;3;11;13.0
2842692;20483;6;4;12;14.0
1737936;18972;11;3;12;1.0
466276;55689;40;5;9;4.0
2845911;190333;45;5;9;7.0
2603213;20195;1;2;8;
2953140;142669;29;1;15;14.0
1240644;66171;16;1;22;2.0
2633382;137026;2;6;17;0.0
1774107;126231;4;3;16;30.0
1555494;162867;36;1;9;13.0
2713707;102193;19;0;22;8.0
2872006;26054;2;2;14;11.0
280934;107321;1;2;13;
2708670;185574;19;0;18;6.0
349068;95394;17;4;6;4.0
1468289;141437;1;3;17;
3152318;114029;8;3;11;6.0
2732576;161139;10;2;12;8.0
2003531;104964;1;3;18;
3169028;91120;81;0;13;4.0
967183;203162;15;6;10;7.0
999563;134986;50;0;7;10.0
2623465;15180;4;2;9;28.0
1313977;100726;45;4;14;1.0
34092;159695;13;2;12;7.0
3142240;184167;4;3;11;30.0
1056820;102466;34;4;13;7.0
1422632;141434;7;1;16;8.0
2414696;187386;4;1;19;30.0
3140805;68532;12;0;9;5.0
1431213;95873;2;4;10;30.0
1610944;13050;43;1;13;6.0
2232613;171841;29;6;19;8.0
2943461;138703;14;4;10;20.0
419925;23764;58;0;8;8.0
2752735;51631;20;0;12;7.0
2190408;60134;21;5;19;3.0
2342337;109572;49;4;18;6.0
2275270;149669;54;4;18;2.0
2893915;137511;22;4;15;15.0
1723873;133738;3;2;9;5.0
1526743;139253;1;2;21;
843963;189115;2;0;17;7.0
3278241;51867;71;1;9;8.0
1662544;44113;2;6;13;8.0
2200962;102162;20;1;15;30.0
2387057;112634;3;4;10;1.0
902000;41125;24;5;18;8.0
2208428;91314;37;6;14;11.0
1631022;76926;11;4;12;0.0
902947;24481;15;5;18;11.0
565874;83232;5;0;12;20.0
2485833;144430;10;2;18;7.0
747280;139532;18;2;17;5.0
1518672;196589;8;1;9;19.0
1243308;160962;7;5;18;10.0
2263407;79525;7;4;16;8.0
1278771;92670;7;1;9;2.0
2660627;105985;36;2;13;2.0
2929880;186506;9;5;9;3.0
2336213;197308;25;1;9;5.0
77896;198499;3;4;13;7.0
2439975;103253;9;6;8;6.0
3077032;77228;3;4;10;9.0
1785668;177655;18;0;14;6.0
1159569;109118;17;3;15;17.0
1687848;73863;4;6;9;30.0
1147004;181289;2;1;18;27.0
547508;120707;6;6;9;22.0
1267326;96848;27;6;12;8.0
1557242;101975;5;6;9;26.0
2815485;76565;18;0;13;7.0
270269;86590;9;1;12;30.0
2080407;49187;10;4;13;1.0
1256775;205517;20;0;14;4.0
2322351;62689;12;3;9;6.0
3319653;136064;39;5;12;8.0
2054351;202687;18;2;11;9.0
2724975;190990;15;4;6;4.0
3139130;20593;45;5;3;8.0
914232;182875;27;6;12;3.0
2336470;144947;41;1;9;7.0
1717098;108350;47;0;16;3.0
2163233;96171;19;5;13;7.0
3158822;183844;13;3;18;1.0
3388517;141912;18;0;17;0.0
2890909;159861;6;2;8;30.0
3333938;136934;3;1;18;8.0
1256253;147029;24;0;9;5.0
2463016;58539;9;0;12;25.0
1374187;148321;8;5;14;6.0
2879515;127071;12;6;14;21.0
2244656;67658;60;1;17;10.0
2186526;96486;12;4;16;5.0
1653154;41584;2;2;14;8.0
2087955;20479;2;2;6;16.0
1915873;36824;42;4;19;1.0
1821216;18332;44;3;13;2.0
1180316;100437;16;0;14;3.0
857057;19364;62;4;10;1.0
368351;39973;1;1;7;
2344391;166784;44;2;11;2.0
183503;40484;6;6;11;30.0
1533778;202307;5;5;23;23.0
546962;120515;3;0;12;4.0
1846162;105913;54;3;15;1.0
402218;6109;4;1;17;17.0
1024703;2754;11;1;13;8.0
2607452;1583;6;6;17;1.0
1711830;101167;2;1;12;30.0
2753629;34668;2;3;18;1.0
2630398;157710;8;3;16;11.0
799341;183299;22;0;16;7.0
4391;64895;69;5;10;1.0
1252586;7013;36;0;10;4.0
2765150;29976;18;0;19;4.0
1695254;185534;1;2;9;
954891;72324;2;4;21;7.0
2610799;135405;17;3;17;7.0
1892452;86701;5;6;10;13.0
993835;195208;5;0;11;10.0
1600019;200102;4;5;14;4.0
478459;14646;29;5;11;4.0
287560;117104;33;0;15;5.0
2928739;64032;1;5;8;
745079;135103;28;6;13;6.0
1386966;50582;20;2;18;12.0
660541;92336;5;6;15;7.0
895949;74558;9;2;20;5.0
1248450;47132;35;6;9;8.0
2135697;131762;29;1;9;3.0
1895248;84899;7;1;11;8.0
1651770;99290;3;3;12;18.0
1964091;90149;21;0;16;30.0
2432516;162129;6;1;12;5.0
3266674;152984;41;5;11;4.0
130012;163721;24;4;11;30.0
529733;152335;32;0;23;11.0
1764818;86836;5;4;13;30.0
1875519;134922;41;1;11;15.0
1047602;28400;18;0;16;4.0
1794168;140281;1;4;14;
424790;160389;7;1;14;7.0
2751895;69511;8;1;13;5.0
501231;175967;12;2;12;10.0
2652577;26835;14;0;13;9.0
2556593;122683;19;1;19;3.0
767765;70449;31;1;11;5.0
196240;150951;11;4;15;9.0
934706;31079;27;1;19;30.0
2606901;154010;14;0;9;7.0
1710130;168059;6;5;6;6.0
921366;50231;4;2;13;8.0
1175063;114948;51;4;15;4.0
2156967;173026;2;2;15;21.0
2725493;103522;13;4;10;28.0
50392;149263;15;2;14;7.0
2357643;143767;31;0;12;2.0
2693141;148077;2;2;16;3.0
2033122;101948;19;4;10;27.0
2930551;125489;31;5;15;2.0
1551585;20851;9;5;11;2.0
511245;112667;7;2;11;15.0
377035;58416;45;0;14;0.0
1973492;182201;5;1;16;7.0
1328383;160237;3;5;15;8.0
1768372;53628;18;2;12;30.0
398182;62818;4;4;16;16.0
1321466;94021;28;0;16;6.0
3416505;174321;37;1;19;9.0
2160031;58004;41;2;13;8.0
2049556;34044;2;2;11;2.0
1900022;98933;10;5;13;1.0
301349;196744;10;3;9;6.0
3113802;182081;18;4;22;12.0
3149985;198179;23;1;11;4.0
1905494;97000;57;2;21;0.0
2251481;51385;22;2;16;10.0
3263654;140185;9;1;21;4.0
611288;191672;33;2;16;2.0
1807206;51646;59;1;15;7.0
2234150;141217;16;0;7;28.0
1545425;161447;1;5;19;
1879129;197536;35;0;11;3.0
3329070;62253;9;5;6;9.0
3163381;186394;4;0;13;30.0
704910;78001;4;3;6;20.0
1412999;173778;16;3;22;11.0
2063066;151549;5;5;13;24.0
1769923;172547;2;1;15;18.0
2547785;160646;53;5;15;3.0
640656;110589;7;3;8;30.0
2897064;203244;10;3;15;8.0
363791;70985;9;5;11;7.0
475179;21801;40;0;15;8.0
2481046;48147;72;3;11;5.0
2343901;28873;3;1;10;5.0
1782655;112548;5;3;9;10.0
1889913;144972;70;0;14;6.0
2114454;139560;16;1;10;9.0
322579;144725;3;4;13;6.0
2088055;12534;7;4;17;30.0
2219223;84257;4;6;18;15.0
1164236;103340;7;1;11;7.0
422537;73494;8;1;12;6.0
1271908;34821;1;6;10;
1938211;149675;1;1;10;
1791869;76881;10;5;13;4.0
2553481;55302;2;1;10;14.0
2263127;158820;9;1;6;7.0
1983584;170335;13;2;14;27.0
984484;45234;24;5;14;0.0
945037;97753;28;6;13;7.0
1405498;8016;2;0;17;11.0
2223089;161869;5;3;9;1.0
1199897;27688;5;1;8;18.0
2269551;151598;83;2;11;6.0
2181303;132713;10;3;16;15.0
576127;95751;6;4;17;10.0
2895684;135229;9;6;17;15.0
2505069;120897;99;6;15;1.0
1688941;34512;2;0;14;3.0
3310904;157810;3;6;15;6.0
2439838;32772;29;5;12;6.0
1533436;7873;7;3;22;30.0
2249655;14178;2;0;3;30.0
1934960;176076;84;5;16;2.0
1153302;112847;65;4;16;9.0
899633;186321;2;2;14;30.0
2973720;89905;32;4;19;5.0
1693517;7278;41;3;8;5.0
1491252;128281;2;5;11;30.0
2939494;120185;43;1;9;3.0
2286818;154919;1;3;8;
758548;166221;8;0;11;29.0
3184583;133719;30;0;7;4.0
542039;165221;44;4;7;2.0
1910928;91136;9;0;18;6.0
191114;117091;39;5;12;9.0
1407506;145596;57;0;11;2.0
2029855;204490;20;0;16;9.0
1827948;196102;5;1;10;7.0
2817169;77202;5;0;8;30.0
2602749;57637;10;5;13;5.0
3210752;29969;6;6;15;6.0
3164753;114735;13;2;8;16.0
815820;79570;74;0;7;5.0
2121274;38722;14;0;12;19.0
737780;70266;7;6;12;4.0
1644638;9172;5;3;18;5.0
3322226;34486;1;5;16;
187592;3011;7;1;13;2.0
2926025;117028;62;3;15;2.0
1461213;158481;9;0;15;4.0
1425080;179606;2;3;15;30.0
1524939;2939;13;6;17;5.0
737265;135083;17;6;20;12.0
1342162;33512;28;3;22;4.0
2518856;149986;5;1;13;13.0
968458;111982;85;5;1;5.0
3170429;70717;6;2;12;3.0
3281925;174549;35;1;8;10.0
2038154;200758;67;5;12;3.0
2404097;140499;18;3;9;9.0
2002286;94013;4;3;16;24.0
2352421;183856;33;4;18;5.0
1258515;166181;9;6;8;7.0
2001273;155108;7;1;10;7.0
332304;106583;21;4;17;2.0
1316068;167598;9;1;14;0.0
678890;126404;9;6;10;14.0
2111585;156001;30;6;10;3.0
2291587;93923;3;6;8;30.0
1089296;164645;6;6;13;30.0
642295;61188;5;1;10;5.0
2652100;101903;3;1;18;30.0
50067;97592;1;5;9;
1334428;86590;17;0;13;7.0
896631;72520;1;5;18;
460616;45657;89;3;14;2.0
468480;85170;3;3;15;8.0
1787570;37382;18;3;14;1.0
992815;141726;20;5;14;12.0
2876030;192965;14;4;16;5.0
750384;61414;45;1;15;0.0
2147669;82131;4;5;10;15.0
2741120;178903;5;3;14;30.0
3106364;68738;1;1;15;
2912942;112789;3;5;18;8.0
1515439;60877;1;5;19;
2100257;203314;87;6;15;1.0
1675092;75394;18;6;10;12.0
2912452;8806;10;2;19;3.0
1839141;37381;24;6;20;14.0
1501011;159521;16;6;14;9.0
3112382;59801;23;2;9;7.0
2396046;129241;9;1;13;17.0
288235;59746;26;2;12;30.0
2706084;178794;26;2;9;14.0
2499713;192542;32;6;12;7.0
3323497;71056;5;3;14;13.0
2282555;82003;2;2;8;5.0
1221569;172068;47;5;16;8.0
3145529;139796;7;3;12;23.0
905153;85190;22;6;12;10.0
3401315;69884;39;6;15;8.0
672383;52550;1;1;20;
1458658;19192;2;0;12;5.0
1185932;86330;5;3;10;5.0
2734020;70872;31;4;18;2.0
3402692;19827;15;2;16;30.0
2815238;110279;10;0;12;16.0
638095;1215;13;5;12;18.0
872897;10397;1;2;19;
423489;183370;16;0;11;6.0
2745314;3397;4;6;9;7.0
1891402;164055;30;1;13;3.0
253366;120246;13;0;17;2.0
2616877;64622;67;3;17;2.0
2054388;200943;12;5;8;30.0
90450;88587;7;3;11;24.0
1165312;160670;6;1;12;7.0
2860367;170156;5;6;13;30.0
1083592;124642;10;6;15;4.0
151372;173213;52;0;17;7.0
2150778;38520;13;2;14;22.0
684676;146381;92;6;18;5.0
1461219;3612;18;5;21;12.0
2472133;132895;32;4;13;8.0
1607437;180346;2;6;12;24.0
2404751;9719;18;4;10;3.0
3214845;49030;39;3;20;3.0
641272;3009;20;0;19;16.0
3360144;205185;40;5;13;3.0
2723830;137660;4;1;8;3.0
1281663;63044;16;0;17;30.0
311853;105684;5;6;11;6.0
1142203;8083;1;0;15;
598951;22433;10;5;17;22.0
3023986;202588;13;3;17;30.0
1312705;166759;35;3;10;2.0
250379;40060;2;1;14;3.0
1404697;178868;2;3;9;9.0
3411928;86154;14;0;17;22.0
3322197;22395;90;6;15;2.0
3274335;112972;12;3;18;16.0
626677;33907;17;6;16;0.0
1505670;12514;39;0;10;10.0
2408885;134130;16;3;8;9.0
1966328;8582;6;0;7;13.0
3120155;21421;43;1;12;1.0
2175181;203060;8;1;16;8.0
1551906;111849;14;5;17;9.0
3174483;27208;64;0;20;5.0
2288704;66588;100;5;13;4.0
537587;152799;31;6;18;2.0
479251;137833;16;0;13;16.0
792180;137547;3;0;13;30.0
3255170;191173;1;4;14;
1862475;121057;11;1;12;24.0
43976;2055;40;6;20;2.0
73034;17601;13;6;14;27.0
396439;56346;8;0;9;29.0
189333;110708;38;4;12;8.0
1335441;139343;1;1;14;
2210634;80669;3;6;10;30.0
107499;170558;23;1;10;7.0
2610855;11891;11;0;14;30.0
1064984;69324;18;2;11;7.0
1627687;141881;22;2;18;5.0
645481;22531;8;0;10;30.0
2003010;48054;40;1;7;3.0
3239925;63322;21;6;13;6.0
1727022;61743;8;1;12;16.0
769822;34727;36;5;12;1.0
2488695;155498;21;2;17;4.0
599584;89876;28;1;12;10.0
5004;86219;21;0;20;6.0
771114;169352;30;3;11;5.0
670156;102339;72;6;9;5.0
449783;129988;8;2;9;30.0
2247781;198363;8;2;14;14.0
1546722;101902;9;1;22;22.0
2525792;110254;72;4;16;1.0
357615;21887;57;0;8;1.0
1391556;129157;5;5;19;14.0
800926;134017;8;5;18;16.0
279450;67304;9;5;12;9.0
1852033;15448;63;5;10;5.0
2647240;205249;5;6;14;16.0
1871738;56680;1;6;1;
684389;4321;12;3;16;30.0
2650265;108363;18;0;13;20.0
317508;195057;33;0;15;6.0
255589;71049;71;4;8;3.0
1110279;122829;1;3;20;
2726642;198896;5;2;16;1.0
980751;130084;7;1;18;29.0
1325118;86215;1;2;12;
2714347;121983;15;1;14;15.0
3201561;122882;11;4;9;2.0
796402;92390;1;0;12;
2004986;82735;1;0;15;
752569;192603;35;6;13;6.0
112579;172751;21;5;8;16.0
3075580;75692;44;5;14;10.0
1024113;91888;13;1;8;30.0
181105;74942;32;1;16;3.0
30355;114287;1;6;17;
3005351;34302;10;4;8;30.0
1817080;38320;16;0;11;24.0
18103;116983;18;2;22;7.0
1829051;45518;21;6;10;17.0
2615417;180054;12;2;10;4.0
3136057;47336;5;5;15;27.0
3266339;54048;6;0;15;29.0
1225529;98183;12;0;20;13.0
2194389;198990;58;2;22;2.0
2168079;170551;15;0;13;30.0
1808582;31211;34;6;8;5.0
1820785;84883;12;2;20;0.0
2402300;19067;20;4;16;16.0
3394321;191202;3;1;13;6.0
3241709;130648;18;3;12;4.0
3190006;53363;2;0;14;6.0
2269578;38462;79;1;18;1.0
2577909;118669;39;2;14;2.0
248640;149156;12;1;7;21.0
1649375;105609;8;1;14;30.0
2607604;15637;71;1;14;3.0
170326;62671;6;1;22;22.0
2252206;61884;19;2;13;4.0
3008192;148914;22;3;9;6.0
2288685;65466;17;5;14;2.0
521292;96522;11;4;17;9.0
1291231;48836;5;0;15;13.0
1945917;64942;12;1;10;14.0
1332304;116321;6;4;9;6.0
3185580;192671;22;0;15;9.0
585152;122617;7;3;1;14.0
44156;25143;3;6;8;16.0
3000122;203086;1;1;8;
2809711;118666;7;5;14;8.0
1196593;123461;7;5;8;10.0
891155;188209;17;6;15;20.0
702394;33220;50;0;14;5.0
1417133;84048;7;3;9;30.0
2621912;198665;7;3;9;20.0
1500884;174168;1;4;8;
2382681;124256;4;2;12;30.0
1762027;88976;6;5;16;15.0
836487;195176;51;4;18;4.0
2376207;191757;6;6;15;11.0
754740;81791;43;4;14;6.0
2121151;22044;44;1;11;8.0
1431990;119133;16;2;7;10.0
2736088;190740;2;0;13;30.0
2767891;189774;3;6;8;13.0
468580;44242;6;3;10;10.0
2783130;93605;2;3;13;16.0
2477448;73504;5;5;14;30.0
1582548;171965;9;5;17;10.0
1969479;154789;3;3;11;30.0
2673308;63828;14;1;13;30.0
2829685;115786;40;4;10;9.0
1488969;139326;51;5;14;4.0
1585832;38334;24;3;13;7.0
2967921;72940;18;1;0;5.0
627135;181776;4;1;19;4.0
806746;26537;8;4;22;5.0
946265;102601;2;6;11;13.0
2217881;18105;9;3;13;10.0
1318304;16908;22;0;12;5.0
2893700;114089;1;0;11;
1185672;187014;1;1;20;
1811124;3542;4;5;11;6.0
3130433;204777;1;2;8;
2214849;43634;11;0;13;15.0
567092;188998;4;2;11;6.0
3133741;198901;18;5;13;11.0
931831;99175;7;5;15;7.0
1623228;175788;30;6;13;13.0
2979163;170437;2;6;7;20.0
105225;136590;64;5;20;2.0
2079929;67630;1;1;9;
1418558;2095;12;6;8;20.0
647688;45402;7;2;16;5.0
1897791;177930;1;0;22;
3302771;116945;11;1;17;14.0
3168489;135258;7;3;12;1.0
2844299;67237;1;0;17;
1285491;15599;4;1;14;30.0
1125926;154480;26;0;13;5.0
799113;130861;16;4;12;7.0
1789617;130624;4;0;10;8.0
2123087;40344;48;2;8;9.0
3226591;85719;26;0;15;4.0
1400836;28349;3;5;11;13.0
2106168;92332;54;2;15;1.0
1722880;21855;12;6;12;1.0
158500;5955;27;5;13;11.0
1359136;86443;27;1;18;4.0
2267069;166866;76;2;16;3.0
1765895;84652;55;6;14;6.0
3224579;8341;3;2;17;2.0
2874046;56087;13;4;9;6.0
1506503;156133;42;2;7;7.0
2182234;100969;55;0;22;3.0
1441165;58246;5;5;20;6.0
1675149;175574;3;6;17;13.0
1270735;87431;11;4;20;23.0
442100;22302;57;0;10;5.0
1439394;191251;3;2;15;30.0
2969635;129761;26;0;7;9.0
1815409;106849;16;1;13;8.0
2759349;67802;7;4;11;19.0
37943;16797;10;0;14;5.0
2328655;64219;7;4;9;8.0
1229845;109783;18;1;16;9.0
1181859;142365;10;3;11;5.0
864007;92776;15;2;13;23.0
2626614;111150;16;1;10;6.0
2135704;139882;70;4;14;1.0
1579883;25643;39;5;18;4.0
2620756;85221;22;5;12;14.0
237716;78821;10;0;9;8.0
2947687;114494;9;4;15;6.0
1372871;103688;25;4;12;5.0
1731574;203977;2;0;9;30.0
2466585;189034;1;4;19;
2396754;6686;1;5;13;
202005;143069;5;2;18;12.0
1617444;67231;21;1;14;10.0
2805057;84627;3;3;17;5.0
76919;141049;2;4;10;4.0
1277704;149482;12;2;14;3.0
1317565;51163;26;1;16;10.0
2832957;13456;23;0;9;7.0
713102;68329;1;4;13;
1685766;178184;12;2;12;7.0
1634583;24660;28;1;13;2.0
723746;94557;12;2;18;30.0
3161052;14776;36;5;12;21.0
851854;53564;40;2;14;5.0
2382240;167515;14;6;17;10.0
359139;30527;3;2;6;3.0
396211;150734;28;0;9;14.0
2424619;5362;26;1;15;4.0
2798988;189777;61;1;17;1.0
1105487;49099;1;1;13;
2853988;177020;11;2;9;8.0
2089219;162002;11;3;13;5.0
2603816;93990;3;3;9;9.0
3141540;115190;17;1;12;14.0
404819;106384;7;0;8;30.0
2898453;75909;4;2;10;15.0
1150968;128909;4;1;17;30.0
3153482;57895;3;5;13;30.0
2277549;196142;2;1;21;29.0
3404029;66185;13;6;9;12.0
726332;76131;15;6;17;7.0
3055495;170104;9;6;10;20.0
1308225;131637;26;0;13;14.0
2498157;37020;3;0;13;3.0
2348871;166226;4;2;9;2.0
1470175;57782;6;2;11;17.0
166377;159570;1;1;15;
2256107;178146;5;0;9;13.0
1215958;165398;50;0;18;2.0
1146035;90421;15;0;22;0.0
1378440;432;33;6;17;7.0
1865015;75617;12;4;9;0.0
1665541;3467;14;4;16;30.0
2507643;92013;3;1;14;10.0
2303047;127674;8;0;12;1.0
1690880;161755;7;2;7;30.0
1805468;71902;59;0;20;2.0
790258;104738;2;3;13;13.0
2253378;142598;16;3;0;5.0
3264829;103508;39;4;9;1.0
3338628;110181;68;0;14;5.0
2317488;150818;1;1;13;
2185134;47336;19;5;15;7.0
3400037;4825;48;4;14;7.0
1079722;38651;7;4;12;30.0
846200;11614;17;2;17;10.0
1553292;36185;38;4;8;2.0
2946701;129168;5;5;20;5.0
2440652;89309;4;1;13;11.0
3009042;67463;2;1;18;19.0
1288163;21970;13;4;12;5.0
950090;146122;25;2;15;4.0
661987;128556;30;5;14;7.0
528433;141898;4;5;20;6.0
